"CpG","p_value_cluster1","FDR_pval_cluster1","bonferroni_pval_cluster1","PC10_pValue_C1"
"cg24552697",2.00568158128094e-07,0.00222634953411288,0.0935066804327408,0.668982981043598
"cg24588375",5.78892742816516e-05,0.0418067586137526,1,0.76416361692574
"cg24611115",6.6901073964239e-05,0.0450070458756045,1,0.825350218106399
"cg24649346",5.02613271477085e-06,0.012734936450112,1,0.0992384506201547
"cg24682512",4.53372573627612e-05,0.0374763074784318,1,0.478592656040045
"cg24725337",2.20225640926269e-06,0.00789606962825662,1,0.456398165650759
"cg24766041",2.58084565015167e-07,0.00256289899254685,0.120321346971156,0.341508517876947
"cg24815001",3.60027610881995e-05,0.0344657315075326,1,0.767309124597393
"cg24825027",3.44716432308635e-05,0.0336213186590327,1,0.216800796788176
"cg24884703",2.57746870576397e-05,0.0290250992233216,1,0.141990319576305
"cg24922022",1.13124829587761e-05,0.019679034954209,1,0.181061438121492
"cg24957964",8.515581494671e-06,0.0170679903911816,1,0.78425510745453
"cg24997140",3.43852280814074e-06,0.00973941780068343,1,0.46040229277294
"cg25000273",7.88942096485762e-05,0.0473374396216899,1,0.997144854682915
"cg25070565",4.76932977047814e-05,0.0382894564275618,1,0.733147989830664
"cg25076767",3.47289951562797e-05,0.0338016077303007,1,0.23306381491981
"cg25081875",2.45884063277166e-08,0.000460689499413468,0.0114633363256384,0.0959037206317798
"cg25098585",2.17266824313918e-06,0.00789606962825662,1,0.481913528172165
"cg25219643",4.85896904427654e-05,0.0387229931480875,1,0.782484729568506
"cg25222089",1.20359116327118e-05,0.020513879253203,1,0.998673010869371
"cg25225655",4.44078780605892e-05,0.0371175053303533,1,0.534085640282706
"cg25262396",6.15574715299485e-06,0.0137676485575796,1,0.430345998402821
"cg25292638",5.51549517523854e-05,0.0410762538363064,1,0.312418554001923
"cg25302936",1.72462665570849e-06,0.00717889704045714,0.8040364685312,0.164782768837987
"cg25315287",6.24723573078962e-05,0.043748788372384,1,0.737164174945066
"cg25554917",3.41446206589261e-05,0.0335354494399614,1,0.868127997573223
"cg25590527",5.19011284340265e-05,0.0400606309500019,1,0.842740000691751
"cg25714865",7.40849844126806e-05,0.0464319275990542,1,0.0422722186869883
"cg25722423",5.6003040311991e-05,0.0412466373156604,1,0.0155306535139677
"cg25786436",3.51061056555484e-05,0.0338856778707403,1,0.320428493985428
"cg25828346",3.37089413995049e-05,0.0332249722218219,1,0.586056674110869
"cg25857333",1.82681468603926e-05,0.0243813813234626,1,0.56997164089904
"cg25918541",1.18308295196661e-06,0.00615469624376951,0.5515639199534,0.13431936920753
"cg25921758",1.1223790012863e-06,0.00608445571872887,0.523263191810683,0.052952966768956
"cg25942879",3.96316827197974e-05,0.0357279390468499,1,0.781715412833861
"cg26011222",9.91909015247756e-07,0.00589593788982063,0.462436910089641,0.818650994274396
"cg26014634",7.61738072750526e-05,0.0469565661527445,1,0.893790667550078
"cg26014723",5.5052657456021e-06,0.0130284489238143,1,0.417561453647456
"cg26030713",4.62717342685149e-05,0.0378921701393223,1,0.690228960480524
"cg26141228",3.79743376282751e-05,0.0350232394702565,1,0.948926959485889
"cg26181880",3.05363128607813e-05,0.0312199646546315,1,0.085909897033903
"cg26189983",6.16713643525687e-05,0.0434316391290736,1,0.212861960842733
"cg26204042",6.04607023706195e-05,0.0430998831674376,1,0.805368579655528
"cg26242888",1.21772587078795e-06,0.00617081261406715,0.567714760494178,0.497082335436689
"cg26309983",7.93446276128122e-05,0.0474995758680838,1,0.00709216478915692
"cg26332194",1.74052345047122e-05,0.0239745831439032,1,0.0731781133942915
"cg26333595",5.16778869245758e-05,0.0399926670154076,1,0.445529215146613
"cg26390400",6.09276402622509e-05,0.0432344204551351,1,0.143601548271173
"cg26414257",6.93030796521372e-05,0.0451344122214128,1,0.0582679117983274
"cg26453990",1.64088242243819e-05,0.02311160583935,1,0.97391765056212
"cg26463800",4.10708583115494e-05,0.0360968480759434,1,0.0641360911773409
"cg26487562",2.33073549644103e-05,0.0271260654996025,1,0.919677837874742
"cg26489108",3.67474613641733e-05,0.034821132551077,1,0.121052604549141
"cg26554042",6.84800789335518e-05,0.0451344122214128,1,0.690349243796379
"cg26605774",2.24144038834409e-18,5.22489841004756e-13,1.04497968200951e-12,0.749522451947188
"cg26639552",4.04294098207061e-06,0.0110225466216968,1,0.346929097400251
"cg26795789",6.91704328043352e-07,0.00462910814225137,0.322478783072763,0.388221619508097
"cg26797270",2.40079439114941e-06,0.00809620104645822,1,0.89899187375245
"cg26818821",3.50770519142544e-05,0.0338856778707403,1,0.722466531963493
"cg26857665",5.68859203896689e-05,0.0415685392773466,1,0.701005165308927
"cg26859900",1.42739780449155e-05,0.0217057083587488,1,0.549213804516752
"cg26863891",8.44792829360316e-05,0.0491223717240753,1,0.140645915096711
"cg26947474",6.24631751769371e-09,0.000132367701982112,0.00291208944360647,0.590456514793617
"cg26962114",3.91595279765971e-05,0.0355499590736858,1,0.55340785646674
"cg26994094",2.97673352546857e-05,0.0307030964640525,1,0.52516942050662
"cg27020028",6.20152377386905e-06,0.0137676485575796,1,0.915842518185327
"cg27109568",1.02710295136159e-05,0.0187417001662797,1,0.580612163810249
"cg27134645",4.49427025816402e-05,0.0373488278571906,1,0.18069401691458
"cg27241907",2.87083926046014e-05,0.0304628740067179,1,0.286010762545183
"cg27264172",1.40584797616551e-05,0.0217057083587488,1,0.901247128148441
"cg27300156",1.24157478774035e-06,0.00618154634140698,0.578833340217642,0.433576807931392
"cg27300230",1.71459755164937e-05,0.0237199053399675,1,0.571679557316993
"cg27311476",6.76112181493426e-05,0.0451344122214128,1,0.876181714898649
"cg27317265",1.91150887530686e-05,0.0246177525206613,1,0.509061426943519
"cg27336379",1.03699152375453e-05,0.0187417001662797,1,0.548456786514626
"cg27358936",7.85394845044954e-05,0.047307253916481,1,0.605390238010243
"cg27520549",8.10708770326102e-05,0.0480659486895741,1,0.673130067120498
"cg27524128",6.1222400241673e-05,0.0433117359548864,1,0.0817214268770104
"cg27568764",1.67953804164275e-05,0.023513986512199,1,0.846132443000094
"cg27575501",6.95254014625925e-05,0.0451344122214128,1,0.0346632719961811
"cg27593593",8.03233091986879e-07,0.00506046617002853,0.374474496582111,0.689591281907693
"cg27604626",1.99860470858492e-06,0.0076823444819027,0.931767502584665,0.245139030846517
"ch.12.13976R",5.68611126955302e-05,0.0415685392773466,1,0.00172354919654484
"ch.1.56581040R",8.75062155053236e-06,0.0172135802635111,1,0.0815921045970387
"ch.19.748535F",1.29005335061913e-05,0.0206392247363454,1,0.143614553813272
