	Similarity	Clost_cluster	CC_bs	Genus	Genus_bs	Species	Species_bs
Seq_0009316	0.84	NA	1	Bacteroides	1	Unclassified	0.38
Seq_0000935	0.9	NA	1	Bacteroides	1	Unclassified	0.38
Seq_0000580	0.55	NA	1	Unclassified	1	Unclassified	0.39
Seq_0006588	0.56	XVI	1	Unclassified	1	Unclassified	0.39
Seq_0007728	0.59	NA	1	Unclassified	1	Unclassified	0.39
Seq_0001136	0.62	NA	1	Unclassified	1	Unclassified	0.39
Seq_0000481	0.81	XIVb	1	Clostridium	1	Unclassified	0.39
Seq_0008095	0.83	NA	1	Bacteroides	1	Unclassified	0.39
Seq_0008589	0.86	NA	1	Bacteroides	1	Unclassified	0.39
Seq_0008932	0.91	NA	1	Bacteroides	1	Unclassified	0.39
Seq_0005883	0.93	NA	1	Bacteroides	1	Unclassified	0.39
Seq_0002709	0.59	NA	1	Unclassified	1	Unclassified	0.4
Seq_0001970	0.64	NA	1	Unclassified	1	Unclassified	0.4
Seq_0005795	0.68	IV	1	Unclassified	1	Unclassified	0.4
Seq_0001500	0.75	NA	1	Parabacteroides	1	Unclassified	0.4
Seq_0003182	0.92	NA	1	Bacteroides	1	Unclassified	0.4
Seq_0007350	0.96	NA	1	Bacteroides	1	Unclassified	0.4
Seq_0001353	0.77	NA	1	Parabacteroides	1	Unclassified	0.41
Seq_0005160	0.85	NA	1	Bacteroides	1	Unclassified	0.41
Seq_0006844	0.95	NA	1	Bacteroides	1	Unclassified	0.41
Seq_0009231	0.53	NA	1	Unclassified	1	Unclassified	0.42
Seq_0007125	0.77	NA	1	Bacteroides	1	Unclassified	0.42
Seq_0010078	0.86	NA	1	Bacteroides	1	Unclassified	0.42
Seq_0000900	0.59	NA	1	Unclassified	1	Unclassified	0.43
Seq_0000194	0.67	NA	1	Unclassified	1	Unclassified	0.43
Seq_0000969	0.67	NA	1	Unclassified	1	Unclassified	0.43
Seq_0001009	0.85	NA	1	Parabacteroides	1	Unclassified	0.43
Seq_0004721	0.93	NA	1	Bacteroides	1	Unclassified	0.43
Seq_0004620	0.93	NA	1	Actinomyces	1	Unclassified	0.43
Seq_0008558	0.95	NA	1	Bacteroides	1	Unclassified	0.43
Seq_0000613	0.79	NA	1	Alistipes	1	Unclassified	0.44
Seq_0008510	0.88	NA	1	Parabacteroides	1	Unclassified	0.44
Seq_0006138	0.89	NA	1	Bacteroides	1	Unclassified	0.44
Seq_0001470	0.92	NA	1	Bacteroides	1	Unclassified	0.44
Seq_0004602	0.58	NA	1	Unclassified	1	Unclassified	0.45
Seq_0001232	0.81	NA	1	Alistipes	1	Unclassified	0.45
Seq_0008822	0.58	NA	1	Unclassified	1	Unclassified	0.47
Seq_0008519	0.62	NA	1	Unclassified	1	Unclassified	0.47
Seq_0008013	0.86	NA	1	Parabacteroides	1	Unclassified	0.47
Seq_0006459	0.9	NA	1	Bacteroides	1	Unclassified	0.47
Seq_0009220	0.92	NA	1	Bacteroides	1	Unclassified	0.47
Seq_0002916	0.93	NA	1	Bacteroides	1	Unclassified	0.47
Seq_0000861	0.94	NA	1	Bacteroides	1	Unclassified	0.47
Seq_0003834	0.74	NA	1	Prevotella	1	Unclassified	0.48
Seq_0004224	0.88	NA	1	Bacteroides	1	Unclassified	0.48
Seq_0010181	0.9	NA	1	Bacteroides	1	Unclassified	0.48
Seq_0003977	0.98	NA	1	Veillonella	1	Unclassified	0.48
Seq_0004832	0.62	NA	1	Unclassified	1	Unclassified	0.49
Seq_0005894	0.72	NA	1	Bacteroides	1	Unclassified	0.49
Seq_0009116	0.84	NA	1	Bacteroides	1	Unclassified	0.49
Seq_0003757	0.95	NA	1	Bacteroides	1	Unclassified	0.49
Seq_0000743	1	NA	1	Bacteroides	1	Unclassified	0.49
Seq_0003174	0.64	NA	1	Unclassified	1	Unclassified	0.5
Seq_0009090	0.65	NA	1	Unclassified	1	Unclassified	0.5
Seq_0000350	0.68	IV	1	Unclassified	1	Unclassified	0.5
Seq_0003764	0.77	NA	1	Spirosoma	1	Unclassified	0.5
Seq_0001115	0.8	NA	1	Sutterella	1	Unclassified	0.5
Seq_0007466	0.92	NA	1	Bacteroides	1	Unclassified	0.5
Seq_0010053	0.93	NA	1	Bacteroides	1	Unclassified	0.5
Seq_0001231	0.96	NA	1	Bacteroides	1	Unclassified	0.5
Seq_0000372	0.8	NA	1	Parabacteroides	1	Unclassified	0.51
Seq_0008933	0.9	NA	1	Bacteroides	1	Unclassified	0.51
Seq_0004428	0.97	NA	1	Bacteroides	1	Unclassified	0.51
Seq_0000543	0.97	NA	1	Bacteroides	1	Unclassified	0.51
Seq_0000909	0.55	NA	1	Unclassified	1	Unclassified	0.52
Seq_0000407	0.65	NA	1	Unclassified	1	Unclassified	0.52
Seq_0000713	0.92	NA	1	Bacteroides	1	Unclassified	0.52
Seq_0005191	0.93	NA	1	Actinomyces	1	Unclassified	0.52
Seq_0006956	0.53	NA	1	Unclassified	1	Unclassified	0.53
Seq_0001785	0.8	NA	1	Alistipes	1	Unclassified	0.54
Seq_0007428	0.6	IV	1	Unclassified	1	Unclassified	0.55
Seq_0002904	0.68	IV	1	Unclassified	1	Unclassified	0.55
Seq_0003592	0.74	NA	1	Parabacteroides	1	Unclassified	0.55
Seq_0001860	0.77	NA	1	Parabacteroides	1	Unclassified	0.55
Seq_0000716	0.77	NA	1	Parabacteroides	1	Unclassified	0.55
Seq_0000722	0.77	NA	1	Parabacteroides	1	Unclassified	0.55
Seq_0006897	0.81	NA	1	Parabacteroides	1	Unclassified	0.55
Seq_0006951	0.86	NA	1	Parabacteroides	1	Unclassified	0.55
Seq_0002047	0.67	NA	1	Unclassified	1	Unclassified	0.56
Seq_0008305	0.78	NA	1	Bacteroides	1	Unclassified	0.56
Seq_0006669	0.92	NA	1	Bacteroides	1	Unclassified	0.56
Seq_0008292	1	NA	1	Lactobacillus	1	Unclassified	0.56
Seq_0006293	0.81	NA	1	Bacteroides	1	Unclassified	0.57
Seq_0003889	0.86	NA	1	Parabacteroides	1	Unclassified	0.57
Seq_0005344	0.9	NA	1	Sphingomonas	1	Unclassified	0.57
Seq_0003457	0.96	NA	1	Bacteroides	1	Unclassified	0.57
Seq_0004052	0.76	NA	1	Dialister	1	Unclassified	0.58
Seq_0001580	0.93	NA	1	Bacteroides	1	Unclassified	0.58
Seq_0008312	0.95	NA	1	Veillonella	1	Unclassified	0.58
Seq_0009381	0.95	NA	1	Bacteroides	1	Unclassified	0.58
Seq_0002935	0.92	NA	1	Bacteroides	1	Unclassified	0.59
Seq_0000541	0.92	NA	1	Bacteroides	1	Unclassified	0.59
Seq_0001175	0.93	NA	1	Bacteroides	1	Unclassified	0.59
Seq_0006697	0.98	NA	1	Prevotella	1	Unclassified	0.59
Seq_0008509	0.53	NA	1	Unclassified	1	Unclassified	0.6
Seq_0009754	0.66	NA	1	Unclassified	1	Unclassified	0.6
Seq_0001184	0.69	NA	1	Unclassified	1	Unclassified	0.6
Seq_0004010	0.73	NA	1	Prevotella	1	Unclassified	0.6
Seq_0000932	0.77	NA	1	Parabacteroides	1	Unclassified	0.6
Seq_0006486	0.86	NA	1	Parabacteroides	1	Unclassified	0.6
Seq_0000070	0.91	NA	1	Megamonas	1	Unclassified	0.6
Seq_0006458	0.91	NA	1	Bacteroides	1	Unclassified	0.6
Seq_0009977	0.92	NA	1	Bacteroides	1	Unclassified	0.6
Seq_0001643	1	NA	1	Veillonella	1	Unclassified	0.6
Seq_0001875	1	NA	1	Lachnoanaerobaculum	1	Unclassified	0.6
Seq_0001151	0.68	NA	1	Unclassified	1	Unclassified	0.61
Seq_0004133	0.68	NA	1	Unclassified	1	Unclassified	0.61
Seq_0009747	0.74	NA	1	Bacteroides	1	Unclassified	0.61
Seq_0001146	0.91	I	1	Clostridium	1	Unclassified	0.61
Seq_0003203	0.92	NA	1	Bacteroides	1	Unclassified	0.61
Seq_0002355	0.94	NA	1	Bacteroides	1	Unclassified	0.61
Seq_0000744	0.97	NA	1	Bacteroides	1	Unclassified	0.61
Seq_0001847	0.7	NA	1	Odoribacter	1	Unclassified	0.62
Seq_0008117	0.91	NA	1	Bacteroides	1	Unclassified	0.62
Seq_0003396	0.92	NA	1	Bacteroides	1	Unclassified	0.62
Seq_0007731	0.93	NA	1	Bacteroides	1	Unclassified	0.62
Seq_0004577	0.97	NA	1	Prevotella	1	Unclassified	0.62
Seq_0001035	0.98	NA	1	Bacteroides	1	Unclassified	0.62
Seq_0003288	0.74	NA	1	Bacteroides	1	Unclassified	0.63
Seq_0004627	0.82	NA	1	Parabacteroides	1	Unclassified	0.63
Seq_0009148	0.92	NA	1	Bacteroides	1	Unclassified	0.63
Seq_0006576	0.94	NA	1	Methylobacterium	1	Unclassified	0.63
Seq_0005347	0.96	NA	1	Veillonella	1	Unclassified	0.63
Seq_0009318	0.96	NA	1	Bacteroides	1	Unclassified	0.63
Seq_0005601	0.98	NA	1	Actinomyces	1	Unclassified	0.63
Seq_0002962	0.86	NA	1	Parabacteroides	1	Unclassified	0.64
Seq_0008514	0.86	NA	1	Parabacteroides	1	Unclassified	0.64
Seq_0003519	0.95	NA	1	Bacteroides	1	Unclassified	0.64
Seq_0009685	0.69	NA	1	Unclassified	1	Unclassified	0.65
Seq_0000826	0.75	NA	1	Bacteroides	1	Unclassified	0.65
Seq_0006547	0.88	NA	1	Bacteroides	1	Unclassified	0.65
Seq_0006090	0.98	NA	1	Veillonella	1	Unclassified	0.65
Seq_0007015	1	NA	1	Neisseria	1	Unclassified	0.65
Seq_0005941	1	NA	1	Streptococcus	1	Unclassified	0.65
Seq_0004984	1	NA	1	Haemophilus	1	Unclassified	0.65
Seq_0004383	1	NA	1	Corynebacterium	1	Unclassified	0.65
Seq_0008754	0.77	NA	1	Bacteroides	1	Unclassified	0.66
Seq_0002824	0.78	NA	1	Parabacteroides	1	Unclassified	0.66
Seq_0010045	0.9	NA	1	Bacteroides	1	Unclassified	0.66
Seq_0003621	0.95	NA	1	Bacteroides	1	Unclassified	0.66
Seq_0004664	0.97	NA	1	Bacteroides	1	Unclassified	0.66
Seq_0000271	0.98	NA	1	Porphyromonas	1	Unclassified	0.66
Seq_0000721	0.68	IV	1	Unclassified	1	Unclassified	0.67
Seq_0002816	0.71	IV	1	Clostridium	1	Unclassified	0.67
Seq_0001475	0.77	NA	1	Parabacteroides	1	Unclassified	0.67
Seq_0003128	0.85	NA	1	Parabacteroides	1	Unclassified	0.67
Seq_0008744	0.9	NA	1	Bacteroides	1	Unclassified	0.67
Seq_0007644	0.92	NA	1	Bacteroides	1	Unclassified	0.67
Seq_0005896	0.97	NA	1	Bacteroides	1	Unclassified	0.67
Seq_0003089	0.97	NA	1	Porphyromonas	1	Unclassified	0.67
Seq_0009659	0.98	NA	1	Veillonella	1	Unclassified	0.67
Seq_0002798	1	NA	1	Streptococcus	1	Unclassified	0.67
Seq_0008782	0.92	NA	1	Bacteroides	1	Unclassified	0.68
Seq_0009851	0.92	NA	1	Bacteroides	1	Unclassified	0.68
Seq_0009658	0.93	NA	1	Veillonella	1	Unclassified	0.68
Seq_0006760	0.96	NA	1	Bacteroides	1	Unclassified	0.68
Seq_0001941	0.63	XVIII	1	Unclassified	1	Unclassified	0.69
Seq_0003546	0.75	NA	1	Bacteroides	1	Unclassified	0.69
Seq_0008271	0.86	NA	1	Neisseria	1	Unclassified	0.69
Seq_0009733	0.86	NA	1	Bacteroides	1	Unclassified	0.69
Seq_0009974	0.87	NA	1	Bacteroides	1	Unclassified	0.69
Seq_0000310	0.96	NA	1	Porphyromonas	1	Unclassified	0.69
Seq_0002636	0.98	I	1	Clostridium	1	Unclassified	0.69
Seq_0007642	0.62	NA	1	Unclassified	1	Unclassified	0.7
Seq_0007001	0.65	NA	1	Unclassified	1	Unclassified	0.7
Seq_0008587	0.72	NA	1	Peptoniphilus	1	Unclassified	0.7
Seq_0005418	0.72	IV	1	Clostridium	1	Unclassified	0.7
Seq_0002285	0.77	NA	1	Sutterella	1	Unclassified	0.7
Seq_0001331	0.8	NA	1	Bacteroides	1	Unclassified	0.7
Seq_0004748	0.87	NA	1	Parabacteroides	1	Unclassified	0.7
Seq_0001420	0.91	NA	1	Megamonas	1	Unclassified	0.7
Seq_0001189	0.91	NA	1	Megamonas	1	Unclassified	0.7
Seq_0000209	0.91	NA	1	Alistipes	1	Unclassified	0.7
Seq_0008662	0.91	NA	1	Bacteroides	1	Unclassified	0.7
Seq_0003602	0.92	NA	1	Bacteroides	1	Unclassified	0.7
Seq_0003091	0.95	NA	1	Bacteroides	1	Unclassified	0.7
Seq_0000960	0.98	I	1	Clostridium	1	Unclassified	0.7
Seq_0005976	0.81	NA	1	Bacteroides	1	Unclassified	0.71
Seq_0007984	0.93	NA	1	Bacteroides	1	Unclassified	0.71
Seq_0003479	0.79	NA	1	Bacteroides	1	Unclassified	0.72
Seq_0001211	0.8	NA	1	Prevotella	1	Unclassified	0.72
Seq_0009998	0.88	NA	1	Bacteroides	1	Unclassified	0.72
Seq_0005001	0.96	NA	1	Bacteroides	1	Unclassified	0.72
Seq_0006730	1	NA	1	Acinetobacter	1	Unclassified	0.72
Seq_0009472	1	NA	1	Lactobacillus	1	Unclassified	0.72
Seq_0003148	0.81	NA	1	Prevotella	1	Unclassified	0.73
Seq_0007377	0.95	NA	1	Bifidobacterium	1	Unclassified	0.73
Seq_0003664	0.98	XIVa	1	Clostridium	1	Unclassified	0.73
Seq_0000200	0.74	NA	1	Prevotella	1	Unclassified	0.74
Seq_0007306	0.92	NA	1	Bacteroides	1	Unclassified	0.74
Seq_0008969	0.93	NA	1	Bacteroides	1	Unclassified	0.74
Seq_0002483	0.94	NA	1	Bacteroides	1	Unclassified	0.74
Seq_0001359	0.98	I	1	Clostridium	1	Unclassified	0.74
Seq_0006915	0.51	NA	1	Unclassified	1	Unclassified	0.75
Seq_0007381	0.77	NA	1	Butyricimonas	1	Unclassified	0.75
Seq_0007959	0.81	NA	1	Prevotella	1	Unclassified	0.75
Seq_0005041	0.89	NA	1	Bacteroides	1	Unclassified	0.75
Seq_0009966	0.9	NA	1	Bacteroides	1	Unclassified	0.75
Seq_0003706	0.93	NA	1	Bacteroides	1	Unclassified	0.75
Seq_0008781	0.95	NA	1	Bacteroides	1	Unclassified	0.75
Seq_0003743	0.96	NA	1	Alistipes	1	Unclassified	0.75
Seq_0008595	0.97	NA	1	Sphingobium	1	Unclassified	0.75
Seq_0004536	0.98	NA	1	Veillonella	1	Unclassified	0.75
Seq_0007573	0.98	NA	1	Veillonella	1	Unclassified	0.75
Seq_0000003	1	NA	1	Bacteroides	1	Unclassified	0.75
Seq_0007031	0.67	NA	1	Unclassified	1	Unclassified	0.76
Seq_0000278	0.98	NA	1	Bacteroides	1	Unclassified	0.76
Seq_0002744	0.92	NA	1	Desulfovibrio	1	Unclassified	0.77
Seq_0008828	0.96	NA	1	Bacteroides	1	Unclassified	0.77
Seq_0006262	0.98	NA	1	Veillonella	1	Unclassified	0.77
Seq_0000413	0.98	NA	1	Gemella	1	Unclassified	0.77
Seq_0003792	0.98	NA	1	Bacteroides	1	Unclassified	0.77
Seq_0000053	1	NA	1	Bacteroides	1	Unclassified	0.77
Seq_0007911	0.79	NA	1	Bacteroides	1	Unclassified	0.78
Seq_0006220	0.93	NA	1	Bacteroides	1	Unclassified	0.78
Seq_0001544	0.96	NA	1	Bacteroides	1	Unclassified	0.78
Seq_0009440	1	NA	1	Chryseobacterium	1	Unclassified	0.78
Seq_0001316	1	NA	1	Corynebacterium	1	Unclassified	0.78
Seq_0000865	0.71	NA	1	Bacteroides	1	Unclassified	0.79
Seq_0005983	0.74	NA	1	Prevotella	1	Unclassified	0.79
Seq_0002771	0.77	NA	1	Parabacteroides	1	Unclassified	0.79
Seq_0003088	0.78	NA	1	Parabacteroides	1	Unclassified	0.79
Seq_0009131	0.9	NA	1	Bacteroides	1	Unclassified	0.79
Seq_0006519	0.92	NA	1	Bacteroides	1	Unclassified	0.79
Seq_0001091	1	NA	1	Acidovorax	1	Unclassified	0.79
Seq_0000882	0.69	NA	1	Unclassified	1	Unclassified	0.8
Seq_0005682	0.76	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.8
Seq_0002748	0.78	NA	1	Sutterella	1	Sutterella_parvirubra	0.8
Seq_0003675	0.82	NA	1	Prevotella	1	Prevotella_copri	0.8
Seq_0005559	0.86	NA	1	Prevotella	1	Prevotella_copri	0.8
Seq_0006905	0.94	NA	1	Bacteroides	1	Bacteroides_fluxus	0.8
Seq_0003226	0.95	XIVa	1	Blautia	1	Blautia_luti	0.8
Seq_0006340	1	NA	1	Streptococcus	1	Streptococcus_gordonii	0.8
Seq_0002416	1	NA	1	Streptococcus	1	Streptococcus_sanguinis	0.8
Seq_0006349	1	NA	1	Corynebacterium	1	Corynebacterium_sundsvallense	0.8
Seq_0005215	0.64	NA	1	Unclassified	1	Unclassified	0.81
Seq_0005635	0.92	NA	1	Bacteroides	1	Bacteroides_ovatus	0.81
Seq_0003688	0.95	NA	1	Parabacteroides	1	Parabacteroides_johnsonii	0.81
Seq_0006834	0.95	NA	1	Bacteroides	1	Bacteroides_salyersiae	0.81
Seq_0008202	0.68	NA	1	Unclassified	1	Unclassified	0.82
Seq_0007166	0.8	NA	1	Prevotella	1	Prevotella_stercorea	0.82
Seq_0009214	0.91	NA	1	Bacteroides	1	Bacteroides_salyersiae	0.82
Seq_0002671	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.82
Seq_0004718	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.82
Seq_0004562	1	NA	1	Lactobacillus	1	Lactobacillus_gasseri	0.82
Seq_0000006	1	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.82
Seq_0003138	0.81	NA	1	Alistipes	1	Alistipes_putredinis	0.83
Seq_0000746	0.95	XIVa	1	Blautia	1	Blautia_luti	0.83
Seq_0003195	0.96	NA	1	Bacteroides	1	Bacteroides_dorei	0.83
Seq_0001047	0.97	NA	1	Bacteroides	1	Bacteroides_xylanisolvens	0.83
Seq_0003027	0.98	NA	1	Psychrobacter	1	Psychrobacter_glacincola	0.83
Seq_0006111	0.98	NA	1	Staphylococcus	1	Staphylococcus_lugdunensis	0.83
Seq_0001425	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.83
Seq_0000719	1	XIVa	1	Clostridium	1	Clostridium_citroniae	0.83
Seq_0010018	0.78	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	0.84
Seq_0008314	0.8	NA	1	Leptotrichia	1	Leptotrichia_shahii	0.84
Seq_0006883	0.85	NA	1	Bacteroides	1	Bacteroides_uniformis	0.84
Seq_0002526	0.92	NA	1	Bacteroides	1	Bacteroides_fragilis	0.84
Seq_0001835	0.96	NA	1	Bacteroides	1	Bacteroides_dorei	0.84
Seq_0008257	0.98	NA	1	Prevotella	1	Prevotella_histicola	0.84
Seq_0001339	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.84
Seq_0002586	1	NA	1	Staphylococcus	1	Staphylococcus_haemolyticus	0.84
Seq_0001438	1	NA	1	Porphyromonas	1	Porphyromonas_uenonis	0.84
Seq_0006440	0.67	IV	1	Unclassified	1	Unclassified	0.85
Seq_0001419	0.7	IV	1	Clostridium	1	Clostridium_leptum	0.85
Seq_0007380	0.77	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.85
Seq_0003036	0.79	NA	1	Alistipes	1	Alistipes_shahii	0.85
Seq_0004247	0.79	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.85
Seq_0002601	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.85
Seq_0005487	0.84	NA	1	Alistipes	1	Alistipes_senegalensis	0.85
Seq_0001295	0.89	NA	1	Megamonas	1	Megamonas_funiformis	0.85
Seq_0001752	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.85
Seq_0003191	0.98	XIVa	1	Roseburia	1	Roseburia_hominis	0.85
Seq_0000803	1	I	1	Clostridium	1	Clostridium_tertium	0.85
Seq_0009592	0.75	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	0.86
Seq_0009725	0.82	NA	1	Bacteroides	1	Bacteroides_uniformis	0.86
Seq_0004332	0.91	NA	1	Bacteroides	1	Bacteroides_salyersiae	0.86
Seq_0006087	0.92	NA	1	Bacteroides	1	Bacteroides_finegoldii	0.86
Seq_0003442	0.66	NA	1	Unclassified	1	Unclassified	0.87
Seq_0008405	0.82	NA	1	Bacteroides	1	Bacteroides_uniformis	0.87
Seq_0009758	0.88	NA	1	Bacteroides	1	Bacteroides_uniformis	0.87
Seq_0000380	0.89	NA	1	Barnesiella	1	Barnesiella_intestinihominis	0.87
Seq_0002196	0.89	NA	1	Barnesiella	1	Barnesiella_intestinihominis	0.87
Seq_0000683	0.92	NA	1	Desulfovibrio	1	Desulfovibrio_piger	0.87
Seq_0006889	0.95	I	1	Clostridium	1	Clostridium_disporicum	0.87
Seq_0009896	0.96	NA	1	Bacteroides	1	Bacteroides_xylanisolvens	0.87
Seq_0007901	1	XI	1	Eubacterium	1	Eubacterium_sulci	0.87
Seq_0000065	1	I	1	Clostridium	1	Clostridium_disporicum	0.87
Seq_0000183	1	XIVa	1	Clostridium	1	Clostridium_lavalense	0.87
Seq_0003133	0.77	NA	1	Parabacteroides	1	Parabacteroides_merdae	0.88
Seq_0003376	0.79	NA	1	Sutterella	1	Sutterella_parvirubra	0.88
Seq_0003545	0.8	NA	1	Prevotella	1	Prevotella_copri	0.88
Seq_0008659	0.9	NA	1	Bacteroides	1	Bacteroides_stercoris	0.88
Seq_0003344	0.92	NA	1	Bacteroides	1	Bacteroides_finegoldii	0.88
Seq_0004420	0.96	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	0.88
Seq_0006919	0.96	NA	1	Fusobacterium	1	Fusobacterium_equinum	0.88
Seq_0001296	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.88
Seq_0000202	0.98	NA	1	Fusobacterium	1	Fusobacterium_equinum	0.88
Seq_0002854	1	NA	1	Neisseria	1	Neisseria_flavescens	0.88
Seq_0007000	1	NA	1	Acidocella	1	Acidocella_facilis	0.88
Seq_0008164	0.86	NA	1	Parabacteroides	1	Parabacteroides_merdae	0.89
Seq_0010063	0.9	NA	1	Parabacteroides	1	Parabacteroides_merdae	0.89
Seq_0001016	0.98	NA	1	Fusobacterium	1	Fusobacterium_varium	0.89
Seq_0000467	1	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.89
Seq_0010002	0.64	NA	1	Unclassified	1	Unclassified	0.9
Seq_0000831	0.71	XVI	1	Eubacterium	1	Eubacterium_dolichum	0.9
Seq_0006267	0.73	NA	1	Alistipes	1	Alistipes_indistinctus	0.9
Seq_0009796	0.76	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0008015	0.76	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0000738	0.78	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0003297	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0002713	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0003983	0.78	IV	1	Clostridium	1	Clostridium_leptum	0.9
Seq_0002090	0.79	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0002567	0.79	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0000751	0.8	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0003263	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0006993	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0005390	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0010072	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0002605	0.81	NA	1	Prevotella	1	Prevotella_copri	0.9
Seq_0009793	0.82	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0006794	0.83	NA	1	Prevotella	1	Prevotella_stercorea	0.9
Seq_0002208	0.83	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0004696	0.83	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0006564	0.83	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0002125	0.85	NA	1	Prevotella	1	Prevotella_copri	0.9
Seq_0009723	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.9
Seq_0000894	0.86	NA	1	Barnesiella	1	Barnesiella_intestinihominis	0.9
Seq_0001958	0.87	NA	1	Prevotella	1	Prevotella_copri	0.9
Seq_0000429	0.89	NA	1	Megamonas	1	Megamonas_funiformis	0.9
Seq_0000260	0.89	NA	1	Prevotella	1	Prevotella_copri	0.9
Seq_0002392	0.91	NA	1	Sutterella	1	Sutterella_stercoricanis	0.9
Seq_0002108	0.93	NA	1	Bacteroides	1	Bacteroides_stercoris	0.9
Seq_0003184	0.93	NA	1	Bacteroides	1	Bacteroides_fluxus	0.9
Seq_0000128	0.94	NA	1	Desulfovibrio	1	Desulfovibrio_piger	0.9
Seq_0001526	0.94	NA	1	Bacteroides	1	Bacteroides_caccae	0.9
Seq_0006775	0.95	NA	1	Bacteroides	1	Bacteroides_nordii	0.9
Seq_0001461	0.96	NA	1	Bacteroides	1	Bacteroides_ovatus	0.9
Seq_0002760	0.96	NA	1	Bacteroides	1	Bacteroides_xylanisolvens	0.9
Seq_0006171	0.96	NA	1	Actinomyces	1	Actinomyces_odontolyticus	0.9
Seq_0003866	0.98	NA	1	Veillonella	1	Veillonella_dispar	0.9
Seq_0000355	0.98	NA	1	Veillonella	1	Veillonella_atypica	0.9
Seq_0002536	0.98	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	0.9
Seq_0003372	0.98	NA	1	Bacteroides	1	Bacteroides_salyersiae	0.9
Seq_0002386	0.98	NA	1	Bifidobacterium	1	Bifidobacterium_longum	0.9
Seq_0000896	1	NA	1	Veillonella	1	Veillonella_atypica	0.9
Seq_0000985	1	NA	1	Veillonella	1	Veillonella_parvula	0.9
Seq_0000991	0.83	NA	1	Prevotella	1	Prevotella_stercorea	0.91
Seq_0000422	0.84	NA	1	Prevotella	1	Prevotella_stercorea	0.91
Seq_0002407	0.88	NA	1	Dialister	1	Dialister_succinatiphilus	0.91
Seq_0001180	0.96	NA	1	Desulfovibrio	1	Desulfovibrio_piger	0.91
Seq_0003164	0.96	NA	1	Bacteroides	1	Bacteroides_salyersiae	0.91
Seq_0004707	0.96	NA	1	Bacteroides	1	Bacteroides_dorei	0.91
Seq_0004189	0.97	NA	1	Bacteroides	1	Bacteroides_salyersiae	0.91
Seq_0000632	0.98	NA	1	Parabacteroides	1	Parabacteroides_johnsonii	0.91
Seq_0000333	1	XIII	1	Anaerococcus	1	Anaerococcus_murdochii	0.91
Seq_0003429	0.81	NA	1	Prevotella	1	Prevotella_stercorea	0.92
Seq_0009138	0.81	NA	1	Prevotella	1	Prevotella_stercorea	0.92
Seq_0004923	0.83	NA	1	Prevotella	1	Prevotella_stercorea	0.92
Seq_0001937	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.92
Seq_0001845	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.92
Seq_0000433	1	NA	1	Veillonella	1	Veillonella_dispar	0.92
Seq_0005199	1	NA	1	Veillonella	1	Veillonella_parvula	0.92
Seq_0001668	0.61	NA	1	Unclassified	1	Unclassified	0.93
Seq_0009180	0.65	NA	1	Unclassified	1	Unclassified	0.93
Seq_0005071	0.8	NA	1	Prevotella	1	Prevotella_stercorea	0.93
Seq_0000999	0.8	NA	1	Prevotella	1	Prevotella_stercorea	0.93
